Ticker:,The earliest date of MD&A,The latest date of MD&A,Number of MD&A
TESS,2008-02-13 17:05:05,2019-11-08 16:43:00,36
TEUM,2008-08-14 16:28:03,2019-08-09 17:17:00,22
TEX,2011-04-28 15:10:03,2017-11-01 13:20:00,21
TFC-PF,2008-05-08 16:31:02,2019-10-25 16:39:05,37
TFC-PG,2008-05-08 16:31:02,2019-10-25 16:39:05,37
TFC-PI,2008-05-08 16:31:02,2019-10-25 16:39:05,37
TFC-PO,2008-05-08 16:31:02,2019-10-25 16:39:05,37
TFC,2008-05-08 16:31:02,2019-10-25 16:39:05,37
TFFP,2019-12-09 16:49:00,2019-12-09 16:49:00,1
TFLG,2016-02-12 14:53:04,2016-02-12 14:53:04,1
TFSL,2008-05-09 16:02:02,2019-08-07 15:32:05,29
TFX,2009-07-27 11:53:02,2019-08-01 11:47:03,24
TGC,2008-11-10 09:55:05,2014-05-15 08:56:02,16
TGE,2015-06-18 16:15:00,2019-10-30 16:13:00,15
TGEN,2013-05-13 17:51:00,2019-11-12 13:08:00,21
TGHI,2012-11-19 15:19:01,2019-11-19 16:06:04,14
TGI,2008-02-01 07:03:05,2019-11-07 17:31:05,35
TGLO,2010-08-10 11:38:03,2018-08-13 16:45:01,7
TGLS,2014-05-15 16:12:00,2019-11-08 16:31:01,25
TGNA,2008-04-30 12:02:02,2019-11-07 16:06:05,29
TGRO,2018-08-13 14:02:01,2018-08-13 14:02:01,1
TGT,2008-06-02 17:19:04,2019-11-27 12:59:01,36
TGTX,2010-08-16 15:06:04,2019-11-12 17:27:03,12
TH,2018-05-15 16:11:01,2019-11-14 13:38:00,6
THC,2008-05-06 08:02:00,2019-11-04 16:28:01,36
THCA,2019-11-12 16:07:01,2019-11-12 16:07:01,1
THCAU,2019-11-12 16:07:01,2019-11-12 16:07:01,1
THCAW,2019-11-12 16:07:01,2019-11-12 16:07:01,1
THCB,2019-11-12 16:10:05,2019-11-12 16:10:05,1
THCT,2008-06-09 16:45:04,2014-06-12 12:55:04,16
THFF,2008-05-09 13:11:03,2019-11-07 15:04:03,28
THG,2008-05-07 19:55:00,2019-10-31 12:22:01,36
THGA,2008-05-07 19:55:00,2019-10-31 12:22:01,36
THM,2013-05-08 15:04:03,2019-11-07 07:01:02,21
THMG,2010-08-16 16:39:04,2019-11-12 06:41:05,30
THMO,2008-02-07 14:59:03,2019-11-18 18:14:00,31
THO,2008-03-10 12:27:03,2011-03-10 16:02:00,10
THOR,2019-04-30 16:32:05,2019-04-30 16:32:05,1
THR,2011-08-12 15:33:05,2019-11-05 16:28:01,26
THRM,2011-11-09 17:02:00,2011-11-09 17:02:00,1
THRO,2008-06-12 12:22:01,2018-11-08 10:18:03,23
THS,2008-05-08 16:32:00,2019-11-07 16:27:02,36
THST,2014-05-15 16:08:03,2019-02-13 21:50:01,15
THTI,2008-10-27 16:16:03,2017-05-15 16:31:03,7
THWWW,2018-05-15 16:11:01,2019-11-14 13:38:00,6
TIER,2008-05-15 14:48:00,2014-11-03 16:06:04,20
TIF,2010-12-01 14:29:05,2019-12-05 06:49:04,23
TIK,2011-08-22 15:36:02,2019-11-13 10:32:05,29
TILE,2011-08-11 14:54:01,2019-11-07 16:26:00,17
TIME,2014-05-14 09:52:01,2017-11-09 06:43:01,12
TIPT,2008-05-15 15:11:03,2019-11-06 16:19:02,27
TIS,2008-05-02 14:12:00,2018-11-14 16:53:00,25
TITN,2008-01-11 06:54:00,2019-12-05 10:23:00,31
TJBH,2019-10-25 15:24:00,2019-10-25 15:24:00,1
TJX,2008-05-23 10:50:02,2019-08-30 11:22:00,13
TKAT,2014-11-14 16:15:01,2019-11-14 14:20:03,17
TKCI,2013-07-26 14:53:05,2019-10-25 17:03:02,20
TKLS,2016-12-12 16:56:02,2017-10-27 14:48:02,3
TKOI,2017-05-15 08:31:00,2019-11-14 08:31:03,9
TKR,2008-05-09 15:30:00,2019-10-31 16:47:00,33
TLDN,2010-05-14 17:12:02,2019-12-30 16:19:02,3
TLF,2009-05-13 12:48:01,2019-05-09 19:34:00,17
TLGT,2009-05-20 15:42:03,2018-12-11 19:23:02,25
TLMR,2014-05-15 12:00:02,2016-08-05 13:42:05,8
TLND,2019-05-10 16:13:02,2019-11-08 16:13:05,3
TLRA,2013-08-14 08:30:00,2019-11-06 14:50:05,20
TLRD,2008-06-12 15:55:05,2019-12-12 06:12:04,35
TLRS,2009-02-17 13:28:01,2019-08-14 08:29:04,35
TLRY,2018-08-29 16:36:03,2019-11-13 17:11:05,3
TLSRP,2013-11-14 12:01:04,2019-11-14 12:38:04,19
TLSS,2010-08-27 14:26:02,2019-11-19 16:51:05,40
TLYS,2012-06-11 16:34:00,2019-12-10 17:22:04,15
TMBR,2011-02-18 11:29:05,2019-12-10 16:50:03,23
TMDX,2019-06-12 16:46:00,2019-11-08 16:34:04,3
TMGI,2013-01-14 15:09:03,2019-10-31 11:53:04,22
TMHC,2013-05-15 13:57:05,2019-10-30 17:14:04,21
TMIN,2015-06-15 17:31:02,2019-12-12 06:22:01,12
TMO,2015-05-01 11:52:02,2019-11-01 10:56:02,13
TMP,2011-08-09 17:00:03,2019-11-12 15:26:05,17
TMQ,2013-04-09 09:06:01,2017-06-28 09:01:01,14
TMRC,2011-07-15 10:21:02,2019-07-15 16:41:01,13
TMSRW,2019-11-14 12:20:00,2019-11-14 12:20:00,1
TMST,2014-08-14 16:44:02,2019-11-06 17:07:00,17
TMUS,2008-05-09 11:53:00,2019-10-28 16:27:01,36
TNAV,2013-05-08 16:31:05,2013-05-08 16:31:05,1
TNC,2008-08-06 13:36:03,2019-10-30 11:06:02,32
TNDM,2018-07-30 16:17:05,2019-11-04 16:16:00,4
TNET,2014-05-08 17:00:05,2019-10-24 18:59:02,18
TNH,2009-07-24 15:12:01,2017-11-02 13:35:05,25
TNLX,2011-11-18 17:14:05,2019-11-08 17:01:03,6
TNRG,2012-01-17 15:11:01,2013-11-15 15:58:01,6
TNTY,2009-11-13 11:29:00,2017-06-01 16:07:01,13
TNXP,2014-05-13 17:06:00,2019-11-08 16:32:00,18
TOCA,2017-08-09 17:16:02,2019-11-12 16:45:01,8
TOFB,2010-05-18 17:00:03,2018-05-16 15:33:00,14
TOGL,2012-06-13 12:46:03,2016-06-06 07:58:00,8
TOL,2012-06-07 10:08:01,2019-09-05 17:20:00,23
TOMZ,2011-08-22 15:56:05,2011-11-21 15:34:03,2
TONJ,2011-05-19 17:02:03,2015-11-23 17:04:00,11
TORC,2018-05-10 16:31:01,2019-11-05 16:02:03,6
TORM,2012-08-02 16:36:01,2017-11-03 09:41:01,9
TOTA,2018-09-06 09:59:03,2019-11-14 21:51:00,6
TPB,2018-05-09 16:56:03,2019-11-04 17:15:04,6
TPC,2011-05-05 20:24:04,2019-11-06 17:07:02,25
TPCO,2014-08-21 09:11:03,2019-11-07 17:07:01,17
TPCS,2009-11-12 11:49:01,2019-08-13 16:17:02,21
TPGH-UN,2019-08-02 16:16:02,2019-11-01 17:10:01,2
TPH,2014-05-06 16:53:00,2015-08-10 16:06:04,4
TPHS,2008-10-07 17:02:04,2019-11-08 17:16:04,19
TPIC,2016-11-09 16:41:04,2019-11-06 16:06:04,9
TPR,2015-11-04 16:26:03,2019-11-07 16:48:04,13
TPRE,2013-11-12 11:49:03,2019-11-05 16:28:03,19
TPTW,2019-05-20 16:19:03,2019-11-19 17:04:03,4
TPTX,2019-05-31 08:41:03,2019-11-04 16:07:02,3
TPVG,2014-05-14 16:54:04,2019-11-06 16:59:02,17
TPX,2013-11-08 16:02:04,2019-11-07 16:05:02,19
TR,2010-08-12 15:51:00,2019-11-08 06:08:02,26
TRC,2008-05-09 15:30:04,2019-11-06 18:21:01,28
TRCH,2011-05-16 16:49:03,2019-11-08 17:04:04,4
TRCK,2014-08-14 16:36:03,2018-08-08 17:27:01,7
TREC,2017-03-09 16:36:02,2019-11-08 16:08:00,11
TREE,2008-09-22 08:57:01,2019-10-30 21:11:04,36
TREX,2008-05-09 06:18:00,2019-10-28 17:17:02,26
TRGP,2011-05-06 15:10:04,2019-05-08 15:28:04,15
TRHC,2016-11-10 08:01:04,2019-11-08 17:23:03,10
TRHF,2015-05-08 11:16:00,2015-05-08 11:16:00,1
TRIP,2011-12-06 15:16:05,2019-05-07 16:05:01,17
TRMB,2008-11-04 14:34:04,2012-08-07 17:06:01,11
TRMK,2008-05-12 16:18:01,2008-05-12 16:18:01,1
TRMT,2017-11-14 16:12:04,2019-11-06 16:10:00,7
TRN,2008-05-01 12:09:04,2019-10-24 14:35:03,37
TRNO,2010-05-14 16:41:01,2019-10-30 16:05:04,14
TRNS,2008-02-11 17:19:00,2019-11-05 16:01:02,34
TRNX,2018-08-14 16:38:05,2019-11-19 17:22:01,5
TROV,2012-05-15 16:05:01,2019-11-07 16:01:04,24
TROX,2012-05-25 14:49:05,2015-11-05 20:49:04,10
TRRB,2016-09-26 06:04:03,2019-12-02 16:20:02,14
TRS,2008-05-07 15:39:02,2019-11-04 11:57:05,36
TRST,2008-05-08 14:53:02,2019-11-07 12:23:02,36
TRT,2009-02-23 16:24:02,2019-11-13 09:31:04,22
TRTC,2010-07-26 14:35:01,2019-11-12 16:06:02,16
TRTN-PA,2016-06-23 17:23:02,2019-10-24 19:12:03,12
TRTN-PC,2016-06-23 17:23:02,2019-10-24 19:12:03,12
TRTN-PD,2016-06-23 17:23:02,2019-10-24 19:12:03,12
TRTN,2016-06-23 17:23:02,2019-10-24 19:12:03,12
TRTX,2017-08-24 16:27:05,2019-04-29 17:10:05,6
TRU,2012-11-07 17:13:02,2019-10-22 06:53:04,17
TRUE,2014-08-13 20:22:03,2019-11-07 17:30:02,17
TRUP,2014-08-27 19:02:05,2019-11-05 17:33:05,17
TRV,2008-04-24 07:45:01,2019-10-22 07:09:03,31
TRVI,2019-06-13 18:42:00,2019-11-14 16:17:01,3
TRVN,2014-05-09 14:16:00,2019-11-04 07:24:03,18
TRXC,2010-05-14 17:13:01,2014-11-07 16:06:02,10
TRXDW,2010-05-14 17:13:01,2014-11-07 16:06:02,10
TRXO,2016-08-31 16:24:00,2019-12-04 12:47:04,2
TSBK,2013-05-10 14:37:05,2019-08-06 15:46:05,21
TSC,2013-05-31 16:40:00,2019-11-05 10:44:05,21
TSCO,2008-05-06 11:30:04,2019-11-07 17:03:01,31
TSE,2014-08-11 14:51:02,2019-11-05 13:20:02,14
TSLA,2011-11-14 06:15:04,2019-04-29 06:09:00,11
TSLX,2012-05-15 15:20:04,2019-11-05 16:00:05,24
TSMI,2009-07-15 14:56:01,2014-07-15 08:56:01,6
TSN,2009-02-02 16:37:01,2009-08-03 07:38:03,3
TSO,2008-05-07 16:41:02,2018-08-07 08:52:03,26
TSQ,2014-08-07 06:54:02,2019-11-08 15:47:05,17
TSRI,2013-10-08 17:02:00,2019-10-15 17:01:01,2
TSSI,2008-08-14 15:50:05,2017-08-14 16:28:00,17
TT,2009-08-06 14:39:05,2019-10-29 12:08:01,32
TTC,2010-06-04 11:38:03,2019-09-05 14:03:04,26
TTCM,2009-05-21 09:17:03,2009-11-19 15:15:02,5
TTD,2016-11-10 16:33:03,2019-05-09 16:06:02,8
TTEC,2008-07-16 17:15:03,2019-11-05 17:18:01,35
TTEK,2008-02-01 16:55:03,2019-08-02 16:09:01,36
TTGT,2010-02-08 08:28:01,2019-11-06 16:28:00,14
TTI,2013-05-09 17:30:02,2019-11-07 17:47:02,21
TTLO,2008-09-15 11:17:03,2019-12-12 12:58:05,37
TTMI,2008-08-08 14:28:01,2019-05-09 16:01:05,29
TTNP,2013-08-14 17:50:01,2019-11-14 16:06:01,19
TTOO,2014-09-19 11:01:03,2019-11-19 17:38:04,15
TTPH,2015-05-07 16:54:04,2019-11-12 17:03:05,14
TTS,2016-04-28 17:11:00,2019-11-04 13:03:01,12
TTWO,2008-03-11 17:17:05,2019-11-07 18:18:01,36
TUES,2008-02-05 16:38:01,2015-10-29 16:30:03,22
TURV,2009-07-27 15:02:04,2019-11-25 06:16:02,20
TUSK,2016-11-09 18:18:05,2019-11-08 17:41:04,10
TVC,2008-02-12 15:14:01,2019-08-01 17:39:05,37
TVE,2008-02-12 15:14:01,2019-08-01 17:39:05,37
TVMD,2015-11-20 17:10:00,2015-11-20 17:10:00,1
TVMDD,2015-11-20 17:10:00,2015-11-20 17:10:00,1
TVTY,2008-01-08 17:15:01,2019-05-09 17:01:01,11
TW,2019-05-20 16:16:05,2019-11-08 16:02:05,3
TWI,2012-04-25 21:42:02,2019-11-06 18:19:02,26
TWLO,2016-08-09 16:03:01,2019-10-31 17:28:03,11
TWMC,2008-12-11 14:18:00,2019-12-23 16:51:04,32
TWNK,2015-11-16 16:15:03,2019-11-06 16:12:01,13
TWNKW,2015-11-16 16:15:03,2019-11-06 16:12:01,13
TWO,2010-05-06 18:40:01,2019-11-06 11:05:00,30
TWOC,2008-08-07 10:02:01,2017-11-14 11:27:03,25
TWOH,2015-08-19 13:58:01,2018-11-16 08:20:05,10
TWOU,2014-05-12 16:48:03,2019-11-12 16:07:01,19
TWTR,2014-05-08 16:59:03,2019-04-30 16:37:03,16
TXCB,2018-10-24 12:29:04,2019-11-14 11:49:04,4
TXHG,2011-04-29 06:39:04,2012-02-02 16:48:02,3
TXMD,2009-11-16 16:56:03,2019-08-09 15:00:02,27
TXN,2011-08-05 12:59:00,2018-11-02 11:38:00,22
TXRH,2008-05-01 15:39:02,2019-11-01 10:19:04,33
TXSO,2014-03-21 18:16:05,2017-08-09 12:09:04,7
TXT,2008-10-29 08:38:05,2019-10-23 14:06:05,20
TYHT,2016-06-08 16:41:03,2017-11-14 10:31:04,6
TYL,2008-04-24 13:22:05,2019-10-30 16:41:00,17
TYME,2017-11-02 19:08:02,2019-11-04 16:07:00,4
TZAC,2018-10-11 17:29:00,2019-10-08 16:11:01,4
TZACU,2018-10-11 17:29:00,2019-10-08 16:11:01,4
TZACW,2018-10-11 17:29:00,2019-10-08 16:11:01,4
TZOO,2008-05-12 16:42:02,2019-11-01 17:14:00,33
UA,2008-05-07 09:02:00,2019-11-08 16:08:00,31
UAA,2008-05-07 09:02:00,2019-11-08 16:08:00,31
UAL,2008-05-09 16:45:03,2019-10-16 16:24:04,26
UAMY,2013-05-10 15:18:00,2019-11-14 07:46:02,4
UAN,2011-11-04 17:27:01,2019-10-24 16:11:04,25
UAVS,2011-05-23 16:47:01,2019-11-13 21:52:03,21
UBA,2011-03-11 16:11:01,2019-09-05 16:39:02,26
UBCP,2013-11-14 09:55:00,2019-11-12 14:26:00,16
UBER,2019-06-03 20:32:01,2019-11-05 16:58:03,3
UBFO,2013-08-02 17:45:04,2019-11-01 13:37:03,20
UBIA,2017-06-29 15:12:02,2019-07-12 15:12:02,9
UBOH,2008-04-29 11:26:00,2019-10-31 17:11:00,19
UBSI,2008-05-08 12:58:01,2019-08-09 10:46:01,7
UBX,2018-06-07 17:05:04,2019-11-06 16:11:05,6
UCBB,2016-01-08 17:06:04,2019-07-22 16:45:05,8
UCBI,2008-08-08 14:13:02,2019-11-07 17:15:00,30
UCBIO,2008-08-08 14:13:02,2019-11-07 17:15:00,30
UCFC,2008-05-12 14:46:01,2015-11-04 16:48:04,20
UCLE,2016-05-16 14:25:05,2019-11-18 18:38:00,7
UCO,2012-05-10 16:42:01,2019-11-08 11:12:04,7
UCP,2013-09-03 16:17:04,2017-08-03 16:04:03,13
UCTT,2008-05-07 15:14:01,2009-05-13 16:22:00,5
UCUT,2019-11-12 17:43:05,2019-11-12 17:43:05,1
UDR,2008-08-11 14:19:05,2019-05-01 14:40:01,12
UEC,2011-03-14 16:44:00,2018-12-07 18:41:03,21
UEEC,2009-08-14 17:41:04,2009-11-23 17:23:03,3
UEIC,2008-05-09 16:28:00,2019-11-07 18:52:02,34
UELMO,2013-05-10 16:39:01,2019-11-08 15:03:00,21
UEPCO,2013-05-10 16:39:01,2019-11-08 15:03:00,21
UEPCP,2013-05-10 16:39:01,2019-11-08 15:03:00,21
UEPEM,2013-05-10 16:39:01,2019-11-08 15:03:00,21
UEPEN,2013-05-10 16:39:01,2019-11-08 15:03:00,21
UEPEO,2013-05-10 16:39:01,2019-11-08 15:03:00,21
UEPEP,2013-05-10 16:39:01,2019-11-08 15:03:00,21
UEPS,2008-05-08 17:08:04,2019-11-07 16:12:00,35
UFAB,2015-08-12 16:00:04,2019-11-07 16:46:01,14
UFCS,2008-10-30 12:03:00,2019-11-06 10:40:03,33
UFI,2008-01-31 20:47:05,2019-11-07 06:50:04,11
UFPI,2008-04-24 13:51:01,2019-10-30 14:56:02,29
UFPT,2008-05-13 13:59:02,2016-08-09 09:24:02,19
UFS,2008-05-09 13:09:02,2018-11-08 07:02:00,33
UG,2011-11-09 12:47:04,2019-05-09 13:31:03,7
UGA,2011-08-09 14:29:05,2019-11-13 14:12:05,18
UGHL,2016-04-15 14:44:05,2019-11-12 12:15:05,7
UGI,2008-02-08 14:49:02,2019-08-06 16:15:00,32
UGL,2012-05-10 16:42:01,2019-11-08 11:12:04,7
UGRO,2018-08-16 11:53:04,2019-11-19 17:17:05,5
UHAL,2008-02-06 17:22:01,2019-02-06 16:07:02,29
UHS,2015-11-06 06:09:01,2019-05-08 16:27:00,10
UHT,2011-11-07 14:50:03,2019-05-08 16:16:02,15
UI,2011-11-14 14:55:00,2019-11-08 07:52:00,25
UIHC,2008-11-14 17:00:04,2019-11-05 16:48:04,33
UIS,2016-07-29 14:58:04,2019-10-29 20:14:01,11
ULBI,2008-05-07 16:47:02,2016-04-28 12:28:00,18
ULE,2012-05-10 16:42:01,2019-11-08 11:12:04,7
ULH,2015-11-05 16:56:04,2019-11-07 16:31:04,13
ULTA,2008-06-16 19:57:01,2019-12-05 17:01:01,23
ULUR,2008-05-09 15:59:04,2018-11-14 16:59:03,22
ULURD,2008-05-09 15:59:04,2018-11-14 16:59:03,22
UMBF,2009-11-05 11:28:03,2019-05-02 09:03:01,29
UMH-PB,2008-05-09 15:16:02,2019-11-07 16:16:04,29
UMH-PC,2008-05-09 15:16:02,2019-11-07 16:16:04,29
UMH-PD,2008-05-09 15:16:02,2019-11-07 16:16:04,29
UMH,2008-05-09 15:16:02,2019-11-07 16:16:04,29
UMHL,2016-08-22 14:37:02,2019-11-20 12:57:03,11
UMPQ,2008-08-07 16:56:02,2019-11-06 17:01:03,31
UMRX,2018-08-13 16:10:00,2019-08-12 16:19:02,4
UNB,2009-05-15 13:19:00,2019-11-08 12:23:05,29
UNEQ,2014-08-13 17:27:04,2016-05-23 11:59:03,4
UNEQD,2014-08-13 17:27:04,2016-05-23 11:59:03,4
UNF,2010-07-08 14:39:04,2019-07-02 16:56:03,22
UNFI,2010-12-09 16:20:02,2019-12-11 17:07:03,28
UNG,2012-05-10 15:28:03,2019-11-08 12:32:00,16
UNGS,2009-05-15 15:07:01,2019-11-20 13:05:02,7
UNH,2018-08-07 16:07:05,2018-08-07 16:07:05,1
UNIR,2008-11-19 15:22:03,2018-08-06 17:01:02,2
UNIT,2015-05-13 16:01:02,2019-11-07 17:17:01,15
UNL,2010-11-15 15:02:03,2019-11-13 14:16:01,20
UNM,2008-05-02 16:06:00,2019-10-30 12:52:02,30
UNMA,2008-05-02 16:06:00,2019-10-30 12:52:02,30
UNOV,2012-07-23 13:41:00,2019-11-18 06:16:01,13
UNP,2008-04-24 16:17:01,2019-10-17 16:28:01,36
UNT,2010-08-05 10:39:04,2019-11-08 12:42:02,29
UNTCQ,2010-08-05 10:39:04,2019-11-08 12:42:02,29
UNTY,2008-05-13 14:19:00,2019-11-05 12:00:00,35
UNVR,2019-11-05 10:22:00,2019-11-05 10:22:00,1
UNXL,2008-05-12 16:03:03,2017-08-10 16:11:05,24
UONE,2014-05-09 12:09:05,2019-11-12 16:32:03,20
UPL,2008-08-06 14:05:03,2019-11-07 13:43:01,25
UPLC,2008-08-06 14:05:03,2019-11-07 13:43:01,25
UPLCQ,2008-08-06 14:05:03,2019-11-07 13:43:01,25
UPLD,2014-12-22 16:50:01,2019-11-12 09:29:05,16
UPS,2009-05-07 17:03:04,2019-10-29 17:11:02,33
UPWK,2018-11-08 17:01:05,2019-08-07 16:47:00,3
URBN,2014-06-09 16:19:00,2014-06-09 16:19:00,1
URG,2014-08-01 17:03:01,2019-11-01 17:04:00,17
URGN,2019-05-09 07:13:02,2019-05-09 07:13:02,1
URR,2016-11-02 16:09:02,2019-11-05 16:28:05,10
USAC,2013-05-10 17:23:00,2019-11-05 16:37:05,21
USAK,2015-05-08 06:07:05,2019-07-30 16:10:01,9
USAP,2008-08-08 12:58:03,2016-10-28 08:15:02,26
USAT,2009-05-11 07:05:03,2019-11-12 16:13:01,23
USATP,2009-05-11 07:05:03,2019-11-12 16:13:01,23
USAU,2017-09-14 16:31:03,2019-12-16 15:47:05,8
USB-PA,2008-05-12 13:24:03,2019-11-07 17:37:00,32
USB-PH,2008-05-12 13:24:03,2019-11-07 17:37:00,32
USB-PM,2008-05-12 13:24:03,2019-11-07 17:37:00,32
USB-PO,2008-05-12 13:24:03,2019-11-07 17:37:00,32
USB-PP,2008-05-12 13:24:03,2019-11-07 17:37:00,32
USB,2008-05-12 13:24:03,2019-11-07 17:37:00,32
USBL,2016-07-13 13:09:04,2019-12-20 13:56:00,3
USCI,2014-05-12 15:16:03,2019-11-08 12:34:01,18
USCR,2010-08-09 16:38:05,2019-11-08 13:45:03,8
USDP,2014-11-21 17:19:05,2019-11-07 16:22:05,16
USEG,2008-08-08 15:58:03,2019-11-14 16:31:03,19
USFD,2016-08-09 16:07:00,2019-08-06 16:18:00,9
USG,2008-04-30 12:26:05,2018-10-25 14:18:01,33
USIO,2008-05-14 17:12:03,2019-11-14 16:18:01,19
USL,2014-05-12 15:12:01,2019-11-08 12:32:03,15
USLM,2008-05-09 17:18:02,2015-08-04 12:47:03,14
USM,2008-05-07 12:08:05,2015-10-30 08:38:02,23
USNA,2008-05-07 11:00:03,2019-11-05 14:03:00,31
USNU,2008-08-13 06:42:04,2014-08-14 06:04:05,10
USO,2009-05-11 17:00:05,2019-11-08 12:33:01,13
USOD,2017-09-11 13:24:04,2019-11-13 14:22:02,8
USOU,2017-09-11 13:24:04,2019-11-13 14:22:02,8
USPB,2009-04-15 13:21:02,2019-11-07 15:10:03,10
USPH,2008-05-08 17:14:03,2014-08-07 11:52:04,18
USRM,2008-05-15 16:02:04,2019-11-06 16:21:02,15
USWS,2019-05-09 13:38:05,2019-11-07 12:34:02,3
USX,2019-08-06 15:40:01,2019-11-05 11:05:04,2
UTGN,2013-08-09 09:22:03,2014-08-12 11:55:05,4
UTHR,2008-05-01 07:03:01,2019-10-30 06:17:05,34
UTI,2008-02-07 18:44:01,2019-08-08 17:42:05,30
UTL,2008-04-24 11:15:03,2019-07-25 07:24:00,9
UTSI,2008-08-11 15:00:00,2011-05-09 09:56:04,9
UTX,2008-04-22 06:34:00,2018-10-26 08:51:00,9
UTZ,2018-11-16 16:02:05,2019-11-12 16:36:03,4
UUU,2014-11-19 09:01:00,2018-02-20 14:50:01,5
UUUU-WT,2016-05-05 21:11:05,2019-11-01 21:59:04,12
UUUU,2016-05-05 21:11:05,2019-11-01 21:59:04,12
UVE,2011-08-05 17:19:00,2019-11-04 16:27:02,21
UVSP,2008-11-06 17:00:05,2019-11-01 12:28:03,15
UVV,2008-02-07 16:15:00,2019-11-12 07:58:02,28
UVXY,2012-05-10 16:42:01,2019-11-08 11:12:04,7
UWHR,2008-05-14 09:41:02,2019-08-06 09:10:02,30
UWN,2014-09-15 16:01:05,2019-03-18 16:10:05,13
UZA,2008-05-07 12:08:05,2015-10-30 08:38:02,23
UZB,2008-05-07 12:08:05,2015-10-30 08:38:02,23
UZC,2008-05-07 12:08:05,2015-10-30 08:38:02,23
V,2008-02-04 16:49:05,2019-07-26 16:07:01,37
VABK,2019-11-08 16:32:01,2019-11-08 16:32:01,1
VAC,2011-12-07 15:51:05,2019-11-12 17:33:03,25
VAL,2010-07-22 14:51:02,2019-08-01 09:20:00,28
VAR,2009-05-12 16:06:03,2019-08-07 17:04:02,21
VASO,2012-01-17 15:55:03,2019-11-14 16:01:00,15
VBFC,2009-08-14 16:50:03,2019-11-12 08:02:02,21
VBIO,2014-08-14 16:13:00,2019-11-14 16:06:01,13
VBIV,2017-05-15 08:44:01,2019-11-06 08:11:01,9
VBIX,2017-08-23 17:24:03,2019-11-13 16:50:00,11
VBTX,2014-11-07 16:09:03,2019-10-25 16:05:03,16
VBVT,2013-10-30 12:18:01,2013-10-30 12:18:01,1
VC,2008-04-30 17:11:02,2019-10-24 07:25:02,35
VCEL,2008-05-12 16:04:02,2019-11-05 15:22:02,39
VCNX,2018-08-14 07:02:01,2019-11-12 07:19:00,5
VCON,2010-02-12 14:57:00,2018-08-20 16:47:01,28
VCPS,2012-07-13 16:28:05,2016-07-15 09:01:05,12
VCTR,2018-05-14 16:41:05,2019-11-13 09:15:04,6
VCYT,2013-11-25 16:21:01,2019-10-22 16:30:03,18
VEC,2014-11-10 16:12:05,2019-11-05 16:08:05,16
VECO,2008-04-30 13:59:02,2019-11-04 17:17:05,36
VEGL,2008-11-04 18:31:05,2018-08-30 16:49:05,20
VEII,2008-07-16 12:49:00,2019-11-14 10:16:01,20
VEND,2012-01-17 16:09:00,2013-06-26 17:23:03,6
VENV,2018-03-02 11:22:02,2018-03-02 11:22:02,1
VER-PF,2011-11-14 10:27:02,2019-11-05 18:47:01,27
VER,2011-11-14 10:27:02,2019-11-05 18:47:01,27
VERB,2014-10-02 15:50:00,2019-11-14 16:33:01,16
VERBW,2014-10-02 15:50:00,2019-11-14 16:33:01,16
VERI,2017-06-26 15:46:02,2019-11-08 16:35:05,4
VERO,2017-11-21 16:21:05,2019-11-14 17:04:02,6
VERT-UN,2018-08-07 16:21:05,2018-11-06 16:07:05,2
VERU,2011-08-05 13:02:02,2019-08-08 11:46:02,25
VERY,2019-08-14 13:40:02,2019-11-14 16:02:05,2
VFC,2008-05-07 16:18:03,2019-10-31 14:04:00,31
VFRM,2016-06-16 12:07:02,2017-09-22 15:42:02,3
VG,2008-05-12 16:44:05,2011-08-04 17:01:04,6
VGR,2008-05-12 16:46:01,2019-11-07 16:38:01,35
VGRBF,2017-03-17 13:35:03,2019-06-14 14:15:03,5
VGZ,2008-05-12 17:22:04,2019-10-23 19:27:01,33
VHC,2008-11-04 06:01:02,2019-11-08 17:01:02,24
VHI,2011-11-02 20:43:05,2019-11-08 16:17:03,23
VIACA,2008-05-02 16:50:02,2019-11-12 16:31:00,36
VIAV,2010-11-12 15:42:02,2019-11-05 16:16:00,31
VIBI,2017-08-09 12:39:04,2019-08-20 16:20:02,8
VICA,2013-11-19 16:51:05,2019-05-20 15:02:04,9
VICI,2017-11-13 16:10:00,2017-11-13 16:10:00,1
VICR,2008-02-27 16:02:02,2019-10-29 11:06:03,38
VIDE,2008-01-14 17:13:04,2019-10-15 17:17:00,33
VIE,2019-11-14 16:16:03,2019-11-14 16:16:03,1
VINO,2014-08-14 12:03:03,2019-11-14 15:13:03,17
VIRC,2008-06-06 17:07:03,2019-12-13 14:53:02,34
VIRT,2015-05-29 17:23:00,2019-11-08 16:32:03,15
VISL,2014-05-15 16:10:00,2019-11-14 15:10:00,18
VISM,2016-05-02 16:05:01,2019-11-14 07:42:01,23
VIVC,2019-09-16 11:30:01,2019-11-14 13:16:02,2
VIVE,2008-05-14 15:33:01,2013-11-14 14:00:01,17
VIVO,2008-02-11 16:21:04,2019-08-07 08:15:01,26
VIXM,2012-05-10 16:42:01,2019-11-08 11:12:04,7
VIXY,2012-05-10 16:42:01,2019-11-08 11:12:04,7
VKIN,2011-05-16 06:06:03,2013-09-24 17:31:04,7
VKTX,2015-06-11 18:44:02,2018-08-09 17:11:04,3
VLGEA,2014-12-03 14:11:01,2019-12-05 13:02:04,16
